1,1,4,2036073712
1,2,4,-971615464
1,3,4,-2009822466
1,4,4,1330889137
1,5,5,-935522768
1,6,5,-1477380540
1,7,4,-1117864416
1,8,4,-1760766959
1,9,3,-1702222754
1,13,5,1249662674
1,14,5,-1827624270
1,17,5,1867815152
1,18,5,1861712576
1,19,4,1626462899
1,20,2,1785560359
1,21,5,-852698808
1,22,5,-901493105
1,23,4,-728879090
1,26,5,-677696701
1,27,5,167377814
2,1,5,-1928747450
2,2,5,1478481199
2,3,5,1887932165
2,4,5,-2050470155
2,5,5,-618708709
2,6,5,-488526913
2,7,5,1210698688
2,8,5,1479701351
2,9,5,1960934093
2,14,5,1854868277
2,15,5,-2137890422
2,17,5,-1965722762
2,18,1,-703912032
2,19,1,562169484
2,20,1,-966880550
2,21,1,1106535163
2,22,5,-947737435
2,23,5,-41690826
2,24,5,172621932
2,25,5,-4810947
2,26,5,-240527297
2,27,1,-100487345
3,1,5,-1545363608
3,2,3,562613309
3,3,5,-944488735
3,4,5,1272921366
3,5,5,-786862654
3,6,5,-1227175089
3,7,5,1115693084
3,8,5,1765267864
3,9,5,-2086631197
3,10,5,-1845991700
3,11,3,-22407208
3,12,5,-339865427
3,13,3,-982152567
3,14,4,-1068113978
3,15,4,-1638653983
3,16,2,-612442072
3,17,5,-83144725
3,18,3,-1936390371
3,19,2,-1080253019
3,20,1,-1512762295
3,21,1,-1703112928
3,22,5,2064233041
3,23,5,1699395643
3,24,5,1136686966
3,25,3,-445194560
3,26,5,-556182601
3,27,2,-1811901785
4,1,4,-11286230
4,2,4,98309067
4,3,4,1262144687
4,4,3,-476707236
4,5,4,1016508461
4,6,3,-176088631
4,7,3,790154485
4,8,4,1582336513
4,9,4,1985485829
4,10,3,-1774212813
4,11,4,-626371784
4,12,4,-960040840
4,13,3,-968832596
4,14,2,-1291681775
4,15,4,1538925288
4,16,3,228264987
4,17,4,1211948930
4,20,4,-1832255261
4,22,5,1871659860
4,23,5,-1307327928
4,24,4,525259909
4,25,5,-1105110075
4,26,5,-34219021
4,27,5,273044255
5,1,5,-196274498
5,3,5,1683662285
5,4,5,2030633473
5,5,5,1428543882
5,6,5,1227826430
5,8,5,-496336201
5,12,4,1045646157
5,13,5,1354516349
5,14,5,-1264185398
5,19,5,-1616755516
5,20,1,-387630511
5,22,5,-1992269186
5,23,5,84383123
5,26,5,1058121438
6,1,4,-161622142
6,6,5,1794147431
6,8,5,-699249110
6,12,5,-448297728
6,17,4,1406340073
6,18,4,-523099030
6,20,4,2021955954
6,23,5,-1950665004
7,1,4,1347195123
7,3,5,-168661930
7,4,3,820462934
7,5,5,1939763357
7,6,5,442337668
7,8,4,-976986600
7,9,4,898113277
7,13,5,1265749590
7,14,3,-1298786223
7,15,4,821906819
7,16,4,-47193284
7,17,4,1941204251
7,20,3,239568750
7,21,5,-1156009389
7,22,4,316817996
7,23,5,-1851181368
7,24,5,-894773978
7,25,5,532190831
7,26,5,-240260420
9,1,4,-1045249057
9,3,4,555923978
9,4,5,-1767365523
9,5,4,528338856
9,6,4,-680462417
9,12,3,-145785780
9,14,4,630856283
9,22,4,-621011413
9,23,4,786021041
9,25,4,-1438899123
9,26,4,-1877662532
10,3,3,-55929327
10,4,4,1094219572
10,6,3,676456051
10,7,3,2090624465
10,12,4,-581223983
10,14,4,26623037
10,17,3,-1153968576
10,18,3,-767382247
10,23,5,393185721
10,24,4,-1614370136
10,25,3,-2037238112
10,26,4,2008752921
11,1,5,737394283
11,2,4,-965472110
11,3,4,-873071743
11,4,5,-723358369
11,5,3,-1945192825
11,6,5,1766283002
11,7,4,-593866584
11,8,2,1575456452
11,9,3,1234602921
11,10,5,1525589413
11,11,3,-1080346174
11,12,3,602671090
11,13,5,-98237803
11,14,5,-510664381
11,15,5,-985817159
11,16,4,-832111578
11,17,4,-704230735
11,18,3,2036492239
11,19,3,-438935735
11,20,1,1661951541
11,21,3,856670387
11,22,4,-1426215109
11,23,5,452668626
11,24,1,198011347
11,25,1,-2112640870
11,26,5,-207574453
11,27,5,616391023
12,1,5,1265888531
12,2,4,2005013217
12,3,4,59774912
12,4,3,1836358
12,5,5,1057367593
12,6,5,68575474
12,7,5,937959353
12,8,4,-388256991
12,9,3,441923959
12,10,2,-327934759
12,11,2,69198678
12,12,5,482865470
12,13,3,-1071873082
12,14,2,-846391239
12,15,2,-1304173922
12,16,2,-766788766
12,17,5,1734102227
12,20,5,181798530
12,23,5,1373002914
12,24,4,1569356339
12,26,5,-1229545970
12,27,5,-772929948
13,3,3,445844962
13,5,5,1458967495
13,6,4,-1583464035
13,7,4,280022654
13,8,3,-733613842
13,23,5,-1845345928
14,1,5,-260821594
14,4,4,-437096102
14,5,5,-977607344
14,6,5,-1152420103
14,8,4,-2099781682
14,9,5,-442569571
14,16,4,751198377
14,17,4,-927684946
14,20,3,-1616679684
14,22,5,501675898
14,23,4,-1631220199
15,6,5,-735021257
15,12,3,-1607317151
15,13,5,2009515112
15,17,5,-571047964
15,20,3,708820557
16,1,2,-788656964
16,4,4,415934996
16,6,4,-2098243759
16,12,4,-39824175
16,13,5,-527649062
16,14,5,1371596695
16,20,4,1283819221
16,22,5,1667536930
16,23,5,-882886564
16,26,5,1430714347
17,1,4,1508151921
17,5,5,-1817367378
17,6,4,139412412
17,8,4,219424923
17,9,5,77984344
17,12,2,1654904267
17,13,4,950774417
17,20,2,-2067109958
17,22,4,1773272020
17,23,5,61568711
17,25,5,-1155871982
17,26,5,1345420565
17,27,5,-104074135
18,3,2,1265013053
18,5,3,-347549224
18,6,3,1347429035
18,8,3,338277178
18,16,3,1031197866
18,17,3,1273484263
18,19,3,974762077
18,20,3,-929467221
18,22,3,99455807
18,23,3,1341654254
18,24,3,698240737
19,1,5,1639892039
19,3,5,-443666440
19,4,4,1952878030
19,5,4,2031543804
19,6,3,1561960676
19,7,3,-1065297428
19,9,3,535086936
19,12,4,-1828374032
19,19,4,2082029317
19,20,3,707078375
19,22,5,-1800282790
19,23,5,-852235214
20,1,4,-1045557890
20,2,3,194604853
20,3,4,-1288888868
20,4,4,-1092005025
20,5,2,-2132484002
20,8,3,-2038115136
20,11,5,1822914727
20,12,4,1650155121
20,13,5,1162831368
20,14,5,-134246563
20,15,5,1750004486
20,19,5,-2019428563
20,20,2,-476296541
20,22,4,290835554
20,23,4,1484198864
20,26,5,1095276511
20,27,5,-1711034957
21,1,3,-1021894789
21,4,4,-248673371
21,5,5,-2022242231
21,6,5,-346894840
21,9,5,732793533
21,12,4,-96821898
21,14,3,297039320
21,20,4,111939542
21,22,4,718566395
21,23,3,-90109109
21,24,3,-2016978151
21,26,5,-1212235483
21,27,5,-2013717672
22,2,4,-492205248
22,6,4,-1956124054
22,7,4,1233928299
22,8,5,2014537501
22,9,5,-1883109168
22,14,5,-1784549388
22,17,3,-1626969738
22,18,4,-1994450740
22,19,5,993605205
22,20,3,1058954968
22,21,4,1395485839
22,22,5,-1421164683
22,26,5,-832359729
22,27,4,-916718168
23,1,5,-1542360100
23,3,4,-344786105
23,4,4,-1405335581
23,5,5,-748558824
23,6,5,-1820411130
23,7,4,-53090711
23,8,5,-26541017
23,12,3,904776693
23,13,5,996211995
23,14,5,-2108442870
23,15,5,-1177340516
23,17,4,1825259349
23,19,5,760569012
23,20,1,256831158
23,22,4,-503347077
23,23,4,-2078253553
23,26,5,-1833948582
24,1,5,-1768969493
24,3,4,-1698705868
24,4,4,-1135630227
24,5,3,112078117
24,6,4,-944575764
24,7,5,548810931
24,8,5,1960176928
24,9,5,366956965
24,10,4,451403476
24,12,4,476960228
24,13,5,428245107
24,15,4,1448272646
24,16,3,-1135963155
24,17,4,70891385
24,19,5,-453561661
24,20,4,-101993874
24,22,4,2102170178
24,23,5,2143466218
24,24,5,571521582
24,25,3,29675689
24,26,4,-1869529230
24,27,5,1494750653
25,5,4,-187726966
25,12,4,754302472
26,1,3,1420630727
26,3,5,1518742023
26,4,5,-1836310887
26,8,3,-661703547
26,9,5,1637099142
26,10,4,715818802
26,15,4,-1545488006
26,17,5,681046059
26,20,5,-1938484600
26,24,5,1903569663
26,27,5,1891393377
27,3,2,2086869428
27,5,5,-1685849079
27,6,5,1028234958
27,7,5,-1988104566
27,8,5,-904906893
27,9,4,-133114177
27,12,5,794275101
27,16,4,701757802
27,17,4,-1885419404
27,18,4,779277102
27,20,5,-1640010930
27,23,4,1370490664
27,26,5,-2114064927
27,27,3,1779652154
28,1,1,-711550036
28,2,3,-83433653
28,3,5,-1776105817
28,4,3,494425597
28,5,3,1563012015
28,6,5,1294404787
28,7,2,-474586792
28,8,3,-2083049510
28,9,5,-1018768769
28,10,2,-707714099
28,11,4,-829003694
28,12,3,-793359406
28,13,5,-2034363466
28,14,5,-1301981183
28,15,4,-630068191
28,16,2,1941250325
28,17,5,932719210
28,18,5,-191169425
28,19,4,746450977
28,20,5,1744269276
28,21,4,-987586455
28,22,5,624790491
28,23,3,-1865179800
28,24,3,-1054227339
28,25,4,-988834362
28,26,5,2141533157
28,27,5,-2050736158
29,1,5,-1998415969
29,5,4,-1639187308
29,7,4,-1185915011
29,12,3,1703768508
29,16,4,394567703
29,20,4,1125600497
29,23,4,-177802091
29,27,5,-124118778
30,1,5,-922998414
30,2,5,622064966
30,3,5,-347653865
30,4,5,505617299
30,5,5,-1191541715
30,6,2,1807223500
30,8,1,-2067295464
30,9,5,-1999835869
30,10,5,-521149694
30,11,2,368705105
30,12,5,-69756850
30,13,5,-418554941
30,14,4,-449496708
30,15,5,2072860987
30,20,1,719200447
30,21,5,-168345996
30,23,3,1272770509
30,24,3,-994064691
30,25,5,-1361489733
30,26,5,-1765807605
30,27,4,129662943
31,1,5,440855976
31,4,4,824233484
31,6,4,-701722537
31,9,5,-761376856
31,12,5,-195830379
31,13,2,-1342598037
31,22,5,391376264
31,23,3,-205235006
31,24,3,-1974921855
31,26,4,-1674699468
32,3,2,318957518
32,5,5,-934703814
32,6,5,-1363384888
32,9,5,-975909283
32,17,3,-791083712
32,18,5,-865814105
32,19,4,-1640090954
32,20,4,916055204
32,21,4,18603007
32,22,4,1784530046
32,23,4,1995692873
32,24,3,-1954460409
32,25,4,1821302939
32,26,5,2030981797
32,27,5,1001080892
33,1,3,644358521
33,5,4,1821324980
33,8,4,-329451195
33,15,5,-1159076032
33,23,5,-1613447982
33,24,5,1334405092
33,26,2,-1344473884
34,3,4,1104778892
34,4,4,1730124294
34,5,4,517547228
34,6,3,868859314
34,7,4,1075463320
34,8,5,418280089
34,10,5,-1182698292
34,13,5,-1338569438
34,14,5,-2069411804
34,15,5,362696786
34,19,4,-1792149752
34,22,4,784541884
34,23,5,1634448510
34,24,5,-1848605138
34,25,5,-1965810968
34,26,5,-1046313423
35,1,4,722546181
35,2,5,907658391
35,3,5,-665488913
35,4,4,-54977361
35,5,5,1497957096
35,6,4,1460780245
35,8,5,1391624238
35,9,5,1810298742
35,11,4,696749107
35,12,4,2146764741
35,13,4,-1452298518
35,16,4,-705503829
35,18,4,2133203724
35,19,4,250758087
35,20,2,1858356604
35,21,4,651633516
35,22,4,-1067452871
35,23,3,-967401988
35,24,2,-2126148488
35,25,4,-1142818780
35,26,3,1407396836
35,27,5,-1201849679
36,4,4,-1396801775
36,5,5,-245643745
36,6,5,-554288222
36,9,5,-945278699
36,17,5,839298748
36,20,3,-2122614944
36,24,3,1958730929
36,26,5,60886578
37,1,4,582040850
37,5,5,-661015630
37,6,4,206464129
37,12,4,-1989536998
37,17,4,1435963386
37,23,5,-1475253252
37,26,5,282104181
38,6,3,-689397152
38,8,5,-1618107386
38,10,5,-112376103
38,11,4,-28721686
38,15,3,-385576758
38,17,4,349053213
38,18,4,-496582040
38,21,2,1227341687
38,26,5,1203719492
39,1,5,1772524891
39,5,5,-290119841
39,9,5,1489041014
39,12,5,-1249831914
39,17,5,1045002804
39,20,5,-856200858
39,23,5,-131771965
39,24,4,1915330905
39,25,4,-936515617
39,26,5,-207212382
40,1,5,638929603
40,2,5,2035619495
40,3,5,364190449
40,5,5,-1884370801
40,6,5,-1197597272
40,8,5,1562183697
40,20,5,753938503
40,23,5,866328594
40,24,5,2064302578
41,4,4,380167253
41,5,5,-1096074455
41,6,4,-1434024242
41,7,5,-1446156488
41,8,5,-1956631472
41,9,5,-1315890773
41,10,4,-351210570
41,12,3,1610447399
41,17,2,2076454321
41,20,1,-1467110570
41,22,3,600285410
41,23,3,1497527755
42,1,5,-283233041
42,3,4,30035464
42,6,3,-18673498
42,8,5,-1983642355
42,14,5,9071228
42,20,4,-352664296
42,23,5,-1410871327
42,24,5,1882994812
42,26,5,-1246310598
43,5,5,-1167135043
43,6,5,-1520924270
43,12,4,-1529818033
43,14,2,1899039790
43,17,5,348122031
44,1,1,272449456
44,3,5,1042610858
44,4,3,-929756813
44,8,5,-1154114290
44,12,4,-1834697415
44,13,4,-177949152
44,14,5,1704558704
44,23,5,-1989436285
44,25,1,-2096982645
44,26,5,-31446919
44,27,3,-283706035
45,1,3,-410316123
45,3,5,-576895757
45,4,4,-672898636
45,6,4,1207501730
45,8,4,736169885
45,14,5,-731560317
45,19,4,-1042537649
45,20,1,886065777
45,23,4,1492077067
45,26,5,2043097896
45,27,3,1017320389
46,1,4,1488470870
46,2,5,-1097897941
46,3,3,-1248313861
46,4,5,1075455575
46,5,5,-1766760196
46,6,1,329201459
46,7,1,-1252154921
46,8,1,-1833682161
46,9,5,280285395
46,10,5,338588928
46,11,3,-2077961173
46,12,4,1637759745
46,13,5,14523391
46,14,5,-460517392
46,15,5,-1557425904
46,16,5,-1248447277
46,17,4,2119066515
46,18,2,-433913583
46,19,2,-386657123
46,20,1,1266236800
46,21,3,1446652926
46,22,1,770253946
46,23,5,-1185737350
46,24,5,1506285912
46,25,5,-1662391355
46,26,5,-403917831
46,27,5,-875932493
47,1,4,-773918390
47,4,5,-1845505678
47,5,5,230508526
47,6,5,928765646
47,9,4,614242405
47,12,3,836007115
47,20,2,2034205302
47,22,4,-1188095457
47,24,3,-1292229220
47,27,3,316237639
